,id,title,cost,shopAddress,distanceInfo,distance,score,shopName,shopType,tagId,tagName,like
0,1126535473,印度咖喱卡吧酒屋双人套餐免费抽 ,309,望海路1089号南海玫瑰花园2期59号商铺,23km,23894,40,印度咖喱卡吧酒屋,10,10,V专享,1
1,1197551589,岩崎•鮨处(阳光海滨店)单人套餐免费抽,561,蛇口街道后海滨路阳光海滨花园一层148,22km,22174,40,岩崎•鮨处,10,10,V专享,1
2,305360428,花园里·欢乐餐厅(民治店)200元代金券免费抽,200,民治大道468号海韵大厦二楼（优城购物中心对面）,11km,11454,45,花园里·欢乐餐厅,10,10,V专享,1
3,1655515655,吉运炭烤肥牛晚市双人餐免费抽,201,民旺路13号民治第一工业区8栋A1铺,11km,11047,45,吉运炭烤肥牛,10,10,V专享,1
4,1239788078,汕头潮满记粿面馆双人餐免费抽,168,海岸城文心六路OKmall潮流广场1层29-31号,21km,21158,40,汕头潮满记粿面馆,10,0,,0
5,958850192,chooseme初思觅花语茶双人套餐免费抽,140,皇岗公园一街1368国际街区148栋101室,9.8km,9831,40,chooseme初思觅花语茶,10,0,,0
6,1589309112,乐厨餐厅·西北菜双人餐免费抽,138,南山街道创业路3023号凯德公园一号广场裙楼01层21-27号铺,22km,22557,45,乐厨餐厅·西北菜,10,0,,0
7,1769477746,蕴气滋补汤双人餐免费抽,60,大冲一路，大冲商务中心d 座三楼，301-302,19km,19037,35,蕴气滋补汤,10,0,,0
8,1036480528,老马家羊汤羊肉面馆双人餐免费抽,60,南海大道2710-11号,22km,22276,35,老马家羊汤羊肉面馆,10,0,,0
9,652849106,侍燕师·燕窝饮品忘忧2杯免费抽,96,新湖路99号地铁站宝安中心F出口直行200米NOVA电竞馆旁边,25km,25676,40,侍燕师·燕窝饮品,10,0,,0
10,550613242,巴布林双人饮品免费抽,62,文心六路保利文化广场B2-88,21km,21205,30,巴布林,10,0,,0
11,1646639659,DUO 法式甜点招牌臻选双人餐免费抽,138,清林东路119号,19km,19178,45,DUO 法式甜点,10,0,,0
12,502851370,串门深夜食堂晚市双人餐免费抽,188,观澜街道牛湖老二村启明街78-1,17km,17788,40,串门深夜食堂,10,0,,0
13,1877922659,胡记潮牛火锅188元代金券免费抽,188,龙华区宝银坊1楼,14km,14152,40,胡记潮牛火锅,10,0,,0
14,1474364245,谷芋双人饮品套餐4选2免费抽,50,东门街道新园路4号西华宫1楼2-1号,3.8km,3781,35,谷芋,10,0,,0
15,1887075593,唱三锅音乐火锅270元晚市代金券免费抽,270,侨香路华侨城创意园北区A1栋首层106-109号,15km,15236,50,唱三锅音乐火锅,10,10,V专享,1
16,530257313,牛小厨牛肉粿条汤双人餐免费抽,50,罗湖区嘉宾路4003号，水运大厦一楼，金威大厦公交站后面,4.7km,4700,35,牛小厨牛肉粿条汤,10,0,,0
17,1386549477,不陌·BOOMO双人套餐免费抽,90,泰然九路皇冠科技园内,12km,12381,45,不陌·BOOMO,10,0,,0
18,474576253,西子涧双人餐免费抽,242,工业三路1号汇港购物中心L2-03,24km,24655,40,西子涧,10,10,V专享,1
19,731399245,双潭圩桂林米粉经典桂林米粉双人餐免费抽,58,华发北路赛格科技园102栋89号,5.7km,5673,40,双潭圩桂林米粉,10,0,,0
20,2005089092,7月14日玛拿西JOY MANASSEH免费试吃,3086,后海中心路3088号,21km,21217,50,玛拿西JOY MANASSEH,10,1,V聚会,1
21,478538956,大汗碳烤羊腿2-4人晚市套餐免费抽,266,兰天路7号,5.6km,5551,45,大汗碳烤羊腿,10,10,V专享,1
22,1617078260,太二酸菜鱼200元代金券免费抽,200,蔡屋围京基金融中心裙楼自用商业负一层B102、B103号商铺,4.6km,4578,45,太二酸菜鱼,10,10,V专享,1
23,1784232833,【7/14 同城聚会】东记美食馆(kk mall店)免费试吃,1719,蔡屋围五街46号,4.5km,4460,45,东记美食馆,10,0,,0
24,822248910,小千居酒屋(龙华店)豪华双人餐免费抽,240,龙华区景华新村南区2-1号,14km,14166,45,小千居酒屋,10,10,V专享,1
25,1752165911,巴蜀风(福田总店)200元代金券免费抽 ,200,振兴路桑达工业区405栋东一二楼,5.4km,5446,45,巴蜀风,10,10,V专享,1
26,1800344146,台北巷口最爱双人套餐免费抽,34,民治街道新牛社区万众生活村32栋-6,11km,11667,35,台北巷口,10,0,,0
27,599939284,芙蓉树下·就是成都冒菜双人套餐（花好月圆PLUS套餐）免费抽,65,粤海路南海大道2093号,22km,22831,35,芙蓉树下·就是成都冒菜,10,0,,0
28,1253451744,拾味鱼烤鱼·烧烤·小龙虾晚市双人餐免费抽,180,共和工业路明月花都一层B8,27km,27294,30,拾味鱼烤鱼·烧烤·小龙虾,10,0,,0
29,1461611193,幸福茶吉(南山海岸城店)双人饮品免费抽,48,文心六路与海德二道交叉口保利文化广场A2-22号,21km,21160,40,幸福茶吉,10,0,,0
30,644027731,虾食尚小龙虾双人套餐免费抽,252,通成路旭生大厦19-29号,27km,27829,40,虾食尚小龙虾,10,10,V专享,0
31,1966590826,有拈头成都市井火锅（华强北店）双人套餐免费抽,256,振华路111号中电迪富大厦一楼109铺,5.9km,5884,45,有拈头成都市井火锅,10,10,V专享,1
32,1475772178,【7/13 同城聚会】祺林酒家·台山生蚝免费试吃,3132,东滨路339号华联城市山林花园一期1栋B01-1,23km,23789,45,祺林酒家·台山生蚝,10,0,,0
33,1670078891,嘻湘记200元双人餐免费抽,200,南光路创业路50号,22km,22552,50,嘻湘记,10,10,V专享,1
34,1446141190,【7/13 同城聚会】禾禾睦石板烤肉免费试吃,1624,皇岗公园一街水围村165栋二楼,9.8km,9805,45,禾禾睦石板烤肉,10,0,,0
35,1042375022,胡同里京味炭火烤肉双人晚市套餐免费抽,188,西丽366大街八方精品酒店后身即到,19km,19045,40,胡同里京味炭火烤肉,10,0,,0
36,1146270602,汉堡王双人餐免费抽,95,深南中路123号百货广场大厦东大门项目内一层L132号商铺,4.0km,4043,40,汉堡王,10,0,,0
37,1383434500,一心柠檬茶双人饮品免费抽,40,宝安区海围一街创业一路2108号,25km,25208,45,一心柠檬茶,10,0,,0
38,241109145,村夏秋冬香辣小龙虾双人餐免费抽,236,龙华区三联路清泉路365号畅想国度KTV二楼,14km,14421,35,村夏秋冬香辣小龙虾,10,10,V专享,1
39,2071529055,爱碗亭精致湖南菜3人餐免费抽,167,梅龙路1111号壹方天地life广场L3-003A号商铺,12km,12681,45,爱碗亭精致湖南菜,10,0,,0
40,413418837,蜀娘家宴(清水河店)150元代金券免费抽,150,清水河村108号,2.1km,2086,40,蜀娘家宴,10,0,,0
41,2034533052,叶婆婆钵钵鸡双人餐免费抽,84,文心五路33号海岸城东座2楼244号,21km,21237,45,叶婆婆钵钵鸡,10,0,,0
42,1432604950,华文创(南山店)双人套餐免费抽,168,南山大道1141号华里酒店臻选楼2楼,22km,22652,40,华文创,10,0,,0
43,554257359,指间茶语双人饮品免费抽,55,华强北九方购物中心南区4楼48号铺,6.5km,6496,40,指间茶语,10,0,,0
44,1093234205,渔芙记(创维店)双人餐免费抽,123,南山区高新南四道创维半导体设计大厦群裙楼一楼渔芙记113A,19km,19166,35,渔芙记,10,0,,0
45,789534245,曲奇童话尖沙咀店250港币代金券免费抽,221,尖沙咀堪富利士道8D店,31km,31628,50,曲奇童话 Conte de cookie,10,10,V专享,0
46,1322674201,翔壽司300港币代金券免费抽,265,尖沙咀厚福街5-6號多富閣地下4號舖,31km,31519,40,翔壽司,10,10,V专享,0
47,1123017367,品荟音乐烧烤吧晚市100元代金券免费抽,100,浪琴路4号世纪名流KTV隔壁,19km,19953,35,品荟音乐烧烤吧,10,0,,0
48,927396452,泰真功·冬阴功火锅小馆双人套餐免费抽,241,金田路卓悦intown商场负一楼B108-B109商铺,8.7km,8709,50,泰真功·冬阴功火锅小馆,10,10,V专享,1
49,883695328,鳗米居酒屋(龙华店)双人套餐免费抽,339,梅龙路惠鑫公寓B栋1楼26号铺,9.4km,9448,40,鳗米居酒屋,10,10,V专享,1
50,184103298,袁老四重庆老火锅(罗湖总店)250元代金券免费抽,250,和平路3009号茂业奥特莱斯L1层,4.2km,4155,45,袁老四重庆老火锅,10,10,V专享,1
51,354818265,木棉花酒店·小南洋(罗湖店)精选双人餐免费抽,358,宝安南路1001号,5.2km,5154,40,木棉花酒店·小南洋,10,10,V专享,1
52,1428570449,喜之膳 鱼生寿司双人套餐免费抽,347,天悦龙庭二期 后门沿街B111商铺,25km,25477,40,喜之膳 鱼生寿司,10,10,V专享,1
53,1788207312,青城小馆双人套餐免费抽,96,南山区科兴科技园原味街C栋G-C12,19km,19746,45,青城小馆,10,0,,0
54,1536951529,高筑墙羊肉串(甲岸村店)100元晚市代金券免费抽,100,宝安区宝民一路前进一路99号,23km,23604,40,高筑墙羊肉串,10,0,,0
55,1007380544,鼎真潮汕牛肉城美味双人套餐免费抽,172,梅龙大道1167号,12km,12658,45,鼎真潮汕牛肉城,10,0,,0
56,872155141,V11牛扒餐厅双人餐免费抽,300,龙华街道景龙社区人民路4022号壹方天地A2区L2层030,13km,13572,45,V11牛扒餐厅,10,10,V专享,1
57,2125322868,茶妍工坊(珠江广场分店)招牌双人饮品免费抽 ,50,龙翔大道9009号珠江广场A3栋,20km,20298,45,茶妍工坊,10,0,,0
58,2050651324,客语·客家菜价值200元代金券免费抽,200,建安一路99号,23km,23551,40,客语·客家菜,10,10,V专享,1
59,957722159,茶二(海雅缤纷城店)双人饮品免费抽,65,建安一路99号海雅缤纷城购物中心1层,23km,23528,50,茶二,10,0,,0
60,939260288,7月7日2046湘味厨房(科技园海王2店)免费试吃,7032,深南大道海王银河科技大厦一层北向108铺港安驾校对面,20km,20212,50,2046湘味厨房,10,1,V聚会,1
61,643381184,罐香园罐罐面双人餐免费抽,55,西乡街道宝源路泰华阳光海花园正门口旁9号楼H120,28km,28432,35,罐香园罐罐面,10,0,,0
62,1809557186,火夜烧烤·潜江小龙虾·丹东海鲜双人晚市套餐免费抽,128,购物公园北园118号1B商铺,9.4km,9414,50,火夜烧烤·潜江小龙虾·丹东海鲜,10,0,,0
63,784495889,燚青春东北泥炉烤肉双人晚市套餐免费抽,132,新瑞路13号,31km,31291,40,燚青春东北泥炉烤肉,10,0,,0
64,2137793087,【7/6 同城聚会】小炳胜(海岸城店)免费试吃,2860,粤海街道文心五路33号海岸城购物中心负一层045号商铺,21km,21524,40,小炳胜,10,0,,0
65,1581364238,刘老头烧烤晚市200元代金券免费抽,200,水库新村214-1号,1.6km,1585,40,刘老头烧烤,10,10,V专享,1
66,921808588,零伍壹壹猫咖双人撸猫套餐免费抽,192,创业一路宏发中心大厦6楼623,25km,25405,40,零伍壹壹猫咖,10,0,,0
67,843375783,7月7日王品牛排(海岸城店)免费试吃,10665,文心五路33号海岸城购物中心3层,21km,21504,50,王品牛排,10,1,V聚会,0
68,1912924970,Bonne pâtisserie浆果法式西点双人套餐免费抽,232,红荔路上步工业区201栋,6.0km,5969,45,Bonne pâtisserie浆果法式西点,10,0,,0
69,1852218383,鹿角巷(粤海街道店)夏日清凉双人饮品套餐免费抽,40,粤海街道蔚蓝海岸社区兰香一街2号,21km,21450,35,鹿角巷,10,0,,0
70,450060030,叙知香重庆美蛙鱼头火锅双人餐免费抽,160,东环二路星河iCO购物中心3楼,13km,13302,45,叙知香重庆美蛙鱼头火锅,10,0,,0
71,2106167605,秦汉源·手工面食·西安名小吃双人餐免费抽,102,梅林路85-2号,7.7km,7733,40,秦汉源·手工面食·西安名小吃,10,0,,0
72,1115000569,周记猪肚鸡双人餐免费抽,249,光明区望胜路公园路18号,32km,32959,35,周记猪肚鸡,10,0,,0
73,158274748,MISS D‘s Bakery董小姐招牌6寸蛋糕4选1免费抽,299,同庆路与百合路交叉口廊桥花园裙楼0122,8.7km,8661,35,MISS D's Bakery董小姐蛋糕店,10,10,V专享,1
74,1257595747,小小STORY冰爽一夏精致双人餐免费抽,108,龙城街道西埔路万科天誉一期122商铺,18km,18858,50,小小STORY,10,0,,0
75,1063991233,辣莊重庆老火锅双人餐免费抽,408,嘉宾路2027号凯利宾馆正门旁,4.3km,4307,40,辣莊重庆老火锅,10,10,V专享,1
76,1968586279,食冶日本料理铁板烧368元单人自助餐免费抽,368,海德二道海岸大廈西座3楼,21km,21364,45,食冶日本料理铁板烧,10,10,V专享,1
77,1321543451,西贝莜面村(欢乐颂店)双人餐免费抽,206,南新路3030号华润欢乐颂购物中心2层303号,22km,22480,45,西贝莜面村,10,0,,0
78,48481466,VI薇爱半永久日式皮肤管理中心VI日式面部护理免费抽,398,南海大道公园道B座25楼2515室,22km,22739,50,VI薇爱半永久日式皮肤管理中心,50,0,,0
79,1836118531,一芳台灣水果茶双人饮品套餐免费抽,56,布吉街道龙岗大道大芬村星都里购物广场01层1-27铺,3.9km,3948,35,一芳台灣水果茶,10,0,,0
80,1063419438,凯伦口腔种植牙方案设计和矫正方案设计二选一免费抽,588,五和大道坂田天虹商场斜对面,9.8km,9805,45,凯伦口腔,85,0,,0
81,686620735,洛斯伟特健身会体验项目免费抽,880,新湖路西城雅筑二楼华美居对面,26km,26409,50,洛斯伟特健身会,45,0,,0
82,320754180,简时光美容面部护理项目免费抽,796,海田路金田路卓越世纪3号楼b座,8.7km,8704,35,简时光美容,50,0,,0
83,1125315748,欧赞法语培训法国旅行经验分享与旅游法语速成体验免费抽,599,红荔西路华茂欣园银杏阁10F,9.4km,9433,50,欧赞法语培训·小语种培训中心,75,0,,0
84,1552096622,声动心扉艺术培训精品声乐体验课免费抽,499,嘉宾路国际商业大厦北座309,4.5km,4505,50,声动心扉艺术培训,75,0,,0
85,925887457,菲比丽斯24小时健身工作室课程五选一免费抽,300,沙园路中森双子座41号铺,16km,16489,40,菲比丽斯24小时健身工作室,45,0,,1
86,446953342,迪思体育 DSFIT释压私教套餐免费抽,900,龙汇路龙悦居四期福到来商场一楼,10km,10878,40,迪思体育 DSFIT,45,0,,0
87,1338603584,天美国际美甲美睫半永久培训学校课程免费抽,198,龙珠三路龙岗大道102号,3.0km,3044,50,天美国际美甲美睫半永久培训学校,75,0,,1
88,1368960940,聚轰趴天台无烟自主烧烤三小时四人套餐免费抽,296,后海大道27号东南工贸大厦D栋7F,22km,22709,50,耀聚轰趴·团建聚会天台烧烤,30,0,,0
89,1566201212,Happy fit乐炼健身私教工作室私教课程免费抽,799,益田路江苏大厦B座11楼1113,8.8km,8779,45,Happy fit乐炼健身私教工作室,45,0,,0
90,1829932738,True me传世皮肤管理中心项目二选一免费抽,368,深南东路京基100金融中心C3座29N,4.6km,4597,45,True me传世皮肤管理中心,50,0,,0
91,882318394,Pulchritude·嘉致美肌中心清洁护理免费抽,840,石厦北二街新天商务中心B座4102,10km,10327,40,Pulchritude·嘉致美肌中心,50,0,,0
92,1151201907,馨园中医美容美白嫩肤项目免费抽,298,龙尾路2号福兴花园D栋1楼,9.2km,9202,0,馨园中医美容,50,0,,1
93,1881806342,Daisy Beauty皮肤管理中心大气泡清洁免费抽,198,福海街道塘尾社区宝安大道深航幸福花园5栋2单元1802号,35km,35774,40,Daisy Beauty皮肤管理中心,50,0,,0
94,1069362723,花期美容工作室美甲美睫项目2选1免费抽  ,520,望海路蛇口半岛城邦二期5栋一单元7BC,23km,23429,0,花期美容工作室,50,0,,0
95,1272706241,九贰画室零基础油画体验课程免费抽,399,南山大道与滨海大道交叉口光彩新天地大厦23A7,22km,22375,50,九贰画室JIUER Art Studio,75,0,,0
96,1417142020,奢颜美肌管理中心项目三选一免费抽,398,人民路壹诚中心九区3A栋1305,13km,13512,35,奢颜美肌管理中心,50,0,,1
97,886754338,muse美甲美睫工作室单人美甲纯色套餐免费抽,128,金田路3037号金中环商务中心B1513,8.8km,8755,40,muse美甲美睫工作室,50,0,,0
98,563851940,艺小萌艺术培训中心主题课程多选一免费抽,599,松岗街道松瑞路宇扬大厦二楼,37km,37314,40,艺小萌艺术培训中心,75,0,,0
99,2090782487,瑶芳专业祛痘项目2选1免费抽,520,金田路3037号金中环商务大厦主楼15层A1528,8.8km,8770,40,瑶芳专业祛痘,50,0,,0
100,972181780,童话吉他俱乐部吉他/尤克里里主题课程二选一免费抽,599,深惠路102号龙珠商城6楼632室,3.1km,3093,50,童话吉他俱乐部| 专注吉他教学,75,0,,0
101,1501871046,瑞邦齿科项目3选1免费抽,1800,益田路6009号新世界中心8层801,8.8km,8828,45,瑞邦齿科,85,0,,0
102,630971932,英国OCAD艺术与设计学院鼎族深圳分校素描课程免费抽,350,香蜜湖街道香林路东海花园二期会所208,12km,12177,35,英国OCAD艺术与设计学院鼎族,75,0,,1
103,116524206,Lizard音乐•三角钢琴启蒙课程二选一免费抽,600,后海滨路曦湾天馥都荟教育城二楼2-14B,21km,21959,50,意大利Lizard音乐中心·施坦威系列钢琴授课,75,0,,0
104,42959515,Ligo me日式美甲美睫半永久美甲套餐免费抽,388,益田路南方国际广场B栋617室,9.8km,9835,40,Ligo me日式美甲美睫半永久,50,0,,0
105,3506568,馨米兰美甲(文化中心7店)美睫套餐免费抽,780,商业文化中心区海岸大夏西座111号,21km,21349,40,馨米兰美甲,50,0,,0
106,426382984,沢也日式美甲美睫沙龙日式美甲或美睫套餐二选一免费抽,480,深圳金中环国际商务大厦A1526,8.8km,8773,40,沢也日式美甲美睫沙龙,50,0,,0
107,393368478,深思AI围棋教室围棋启蒙体验课免费抽,368,天悦园A座505,22km,22060,35,深思AI围棋教室,75,0,,1
108,1351060874,三花里美甲美睫(下沙店)手部莫兰迪跳色美甲套餐免费抽,288,滨河大道滨河时代广场C1栋13楼13F,12km,12405,45,三花里美甲美睫,50,0,,1
109,1823751041,启德国际K12学树堂儿童原版绘本阅读与浸入式英语学习免费抽,899,莲花路万科金色家园,9.6km,9598,40,启德国际K12学树堂,75,0,,0
110,145005153,【0元体验】创意涂鸦主题活动，让您的宝宝乐翻天！,0,华侨城侨北二街17号香山捌号3楼,16km,16647,40,圣娜贝彼国际托育早教,70,0,,0
111,1883116949,青风视觉征集最美登记照,0,东门南路3005号寸金大厦701E,4.1km,4076,40,青风视觉婚纱摄影工作室,55,0,,0
112,1487349049,最美结婚登记照,0,泰然五路天安数码城天祥大厦AB座5楼5B201室,11km,11689,45,蜜月旅拍,55,0,,0
113,2014352953,量身定制免烫衬衣一件,980,梅龙大道百易广场5楼,11km,11117,40,寸意西服定制,55,0,,0
114,1569414486,免费量身定制衬衣一件,980,深南东路百货广场大厦西座,4.0km,4020,40,寸意西服定制,55,0,,0
115,1937388667,【限量免费】全新亲子户外&室内体能课程,0,深南中路北中航路西世纪汇广场三楼310号,6.5km,6536,45,玩胜少儿体适能,70,0,,0
116,1102653599,6个月至3岁妙事多音乐亲子课程0元体验,0,景田路81号碧景园综合楼2楼,9.7km,9686,40,哈巴谷国际儿童成长中心,70,0,,0
117,300817702,锦瑟音乐钢琴/吉他主题课程2选1免费抽,499,宝安中心区宏发中心大厦506-508,25km,25419,45,锦瑟音乐·钢琴·吉他·古筝,75,0,,0
118,721761234,TrueVoice深音·专注声乐教学声乐课程免费抽,499,坂雪岗大道坂田云族创客中心201-10,8.6km,8584,50,TrueVoice深音·专注声乐教学,75,0,,0
119,152634201,欧艾视眼镜价值428元镜架或428元1.60非球面镀膜镜片,428,华强北路1002号赛格广场41楼01B,6.2km,6209,40,OIC欧艾视眼镜全国连锁,20,0,,0
120,578749362,WECUTURE，2019SS春夏新品试纱,0,中心六路星河中心Galaxy商场二楼M-05/06,8.9km,8871,45,WE COUTURE,55,0,,0
121,1473993081,【免费领】男士夏季全棉免烫衬衫高端量身定制,0,东门街道人民北路永通大厦15楼整层,2.8km,2781,40,慕尚天街西服礼服定制,55,0,,0
122,1198967263,最美结婚证件照免费拍赠送精修一张,0,深南东路太阳百货七楼709,3.9km,3861,40,淑女时代婚纱摄影馆,55,0,,0
123,1875892570,免费领取深圳150P儿童绘画套装暑假专享,0,太宁路28号,894m,894,40,瑞思英语,70,0,,0
124,251266531,美季医疗产后康复中药熏蒸,0,红荔路与香梅路交汇处市政大厦一楼105-106室,10km,10276,0,深圳美季医疗产后康复,70,0,,0
125,2106494848,限免0元试纱加英式下午茶茶歇活动来袭,0,新区大道淘景商务大厦1610,12km,12259,40,SENSE婚纱礼服私人订制,55,0,,0
126,2042363655,三川音乐【亲子共学】钢琴吉他古筝架子鼓多选一免费抽,0,深圳龙华区金銮国际2期C座C511室,14km,14008,35,三川音乐·钢琴吉他架子鼓培训·录音棚,70,0,,0
127,749740304,萌宝0元体验拍摄,0,龙岗大道塘坑地铁站A出口深铁众创空间2楼211,9.1km,9133,40,时光记儿童摄影,70,0,,0
128,1830125236,结婚登记照0元拍美在巴黎,0,红荔路地铁3号线华新站B1出口、7号线A1出口群星广场A座9楼,5.8km,5782,40,巴黎婚纱摄影·品质优选店,55,0,,0
129,301342589,美育价值1280元音乐舞蹈钢琴课免费体验,0,深南东路2088号儿童天地二楼,3.7km,3716,20,美育儿童音乐舞蹈国际机构,70,0,,0
130,1184086364,豪华月子餐免费试吃！体验舌尖上的美食,0,回龙路乐年广场12栋整栋,20km,20080,40,千汇现代月子中心,70,0,,0
131,1088907163,0元体验】儿童油画肖像与简约纪实风格拍摄,0,中康路8号雕塑家园336,7.8km,7784,35,YiCo儿童摄影工作室,70,0,,0
132,1537650984,【0元体验】少儿高尔夫一对一课程,0,文心二路美墅蓝山家园88-10商铺,21km,21788,0,EagleGolf雄鹰高尔夫学院,70,0,,0
133,1900258389,【0元享】乳腺疏通&满月发汗,0,天利中央商务广场A座907,21km,21539,35,宜德美专业产康,70,0,,0
134,882593040,价值396元高端袪纹项目三选一免费抢！,0,深圳福田区福华三路财富大厦20楼,8.7km,8707,0,深圳市碧无痕妊娠纹修护中心,70,0,,0
135,2053702698,儿童纯真0元试拍,0,创业二路华联城市全景花园1栋18-19商铺,23km,23267,35,悦月时光BMommy母婴艺术摄影,70,0,,0
136,894202907,体验网红户外沙滩婚礼场地，免费豪华游艇出海,0,大梅沙盐梅路89号,18km,18443,35,大梅沙湾游艇度假酒店·宴会厅,55,0,,0
137,76203682,5节英文课加1节手工课，报名送夏令营15节,0,深圳南山区岸湾三街曦湾天馥一楼106铺,21km,21959,40,优启国际少儿英语,70,0,,0
138,905092089,【体验劵】产后腰痛、腹直肌、盆底肌调理三选一免费抢,0,商报东路19号天健名苑B座27E,9.5km,9450,40,芳泽产后恢复中心,70,0,,0
139,1065353767,四季思维魔方思维训练免费一对一亲子互动课,0,景田东路景莲花园2楼,9.4km,9439,50,四季思维魔方,70,0,,0
140,336140413,暑假去哪儿？到晓东西体验托班艺术课堂半日旅,0,后海滨路君汇新天101-106号,21km,21768,45,OXWOOD 晓东西国际日托中心,70,0,,0
141,228747825,【0元旅拍】价值11999元三亚旅拍赠送豪华邮轮出海拍摄海景,11999,海榆西线888号,>100km,683006,45,伯爵全球旅拍婚纱摄影,55,0,,0
142,558382234,【北京0元旅拍】原价12888赠送太庙水下婚纱照,12888,丰台北路79号冠京写字楼A座1层,>100km,1935454,50,拉薇国际婚纱摄影,55,0,,0
143,1381038324,【北京0元旅拍】原价12888赠送太庙水下婚纱照,12888,九棵树西路48号瑞都国际中心903A,>100km,1941935,50,韩城艺匠婚纱摄影,55,0,,0
144,427568312,周末带宝宝去哪玩？来这里！让宝宝玩到不想走！,0,宝安中心裕安一路30482栋A座,25km,25477,0,纽诺艾玛国际日托中心,70,0,,0
145,2005453660,青岛0元旅拍沙价值9999元婚纱照免费拍,9999,长江中路226号国贸大厦A座2309室,>100km,1599681,45,伯爵旅拍·青岛三亚丽江厦门大连,55,0,,0
146,489666024,【0元拍普吉岛婚纱照】价值15999元，1价全包,15999,成都阳光新业2栋3710,>100km,1342510,40,西柚全球旅拍,55,0,,0
147,473898451,价值398元的国际蒙氏日托体验课，0元开抢了！！！,0,南光路南光城市花园1栋D座2楼,22km,22558,35,爱德国际日托早教中心,70,0,,0
