id,title,cost,shopAddress,distanceInfo,distance,score,shopName,tagId,tagName,like
401690966,0元体验产后项目三选一成为这个夏天最美的妈妈,0,金海路25-38号中熙香缇湾花园2栋1010铺,28km,28260,35,悦己产后修复中心,0,,0
427568312,周末带宝宝去哪玩？来这里！让宝宝玩到不想走！,0,宝安中心裕安一路30482栋A座,25km,25477,0,纽诺艾玛国际日托中心,0,,0
2053702698,儿童纯真0元试拍,0,创业二路华联城市全景花园1栋18-19商铺,23km,23267,35,悦月时光BMommy母婴艺术摄影,0,,0
1340778560,免费上门量尺、搭配纯进口顶级瓷砖铺贴方案,0,桂庙路万象新园国安居三楼C059,22km,22102,50,意大利普纳尼亚陶瓷,0,,0
336140413,暑假去哪儿？到晓东西体验托班艺术课堂半日旅,0,后海滨路君汇新天101-106号,21km,21768,45,OXWOOD 晓东西国际日托中心,0,,0
1694036692,2019夏季高爵婚礼沙龙,0,黄阁路招商依山郡1栋1单元1A,19km,19073,40,高爵婚礼,0,,0
906174826,新店开业0元抢产后恢复项目五选一体验产后妈妈首选,0,留仙大道112号,18km,18848,35,慧康母婴健康生活馆,0,,0
2146437,【产后恢复】0元专业盆底肌筛查加1次盆底肌恢复体验,0,国际市长交流中心1128,17km,17787,35,美加一产后恢复中心,0,,0
1450610808,软装设计师免费上门一对一搭配设计测量尺寸,0,深南大道9039号博耐家具广场2楼a2081,17km,17760,45,雅利斯窗帘,0,,0
1863082776,2019夏季婚礼沙龙《万里挑怡》,0,北环大道方大城2号楼806室,16km,16745,40,好百年婚礼策划中心,0,,0
203233951,揭秘当代主流全案定制及础施工注意事项,0,文昌街华侨城创意园北区C3栋405,15km,15126,50,永安设计·匠心质造品味设计,0,,0
1446427727,0元萌宝体验拍摄,0,建设路淘金地大厦D座111室,14km,14425,40,Happy小精灵儿童摄影,0,,0
932850887,液压机械怪兽《3至12岁亲子主题科学探索实验》,0,民塘路521号ATMALL购物中心二层,14km,14051,40,狮子星球3-12岁科学探索实验,0,,0
2052402736,0元享瑞德启蒙凉爽夏日萌趣艺术节,0,东环二路8号ico时尚购物领地3楼L3S-006A／B,13km,13341,40,瑞德启蒙教育,0,,0
622580053,0元免费试穿欧美婚纱礼服品牌并赠送精美试纱照,0,市花路21号富林物流大厦A栋618,12km,12008,45,OlegCassini婚纱,0,,0
775810826,清凉夏日免费畅游,0,深圳福田区红荔西路7077号聚豪园豪情阁裙楼103A,9.7km,9748,35,香港3861婴儿游泳馆,0,,0
905092089,【体验劵】产后腰痛、腹直肌、盆底肌调理三选一免费抢,0,商报东路19号天健名苑B座27E,9.5km,9450,35,芳泽产后恢复中心,0,,0
1662488241,【0元试穿网红店高定婚纱礼服】并赠精美试纱照,0,中心五路星河中心商场1-2层,8.9km,8886,45,LadyMarry婚纱,0,,0
1892008466,《秦岚同款场景免费拍》韩国艺匠全新系列大片抢先体验,0,华强北路圣廷苑酒店,5.6km,5630,40,韩国艺匠ARTIZ STUDIO,0,,0
1275070112,结婚证登记照免费拍摄并赠送精修1张,0,振兴路2号上步工贸大厦首层,5.2km,5172,35,蒙娜丽莎婚纱摄影,0,,0
1160154454,【0元试衣】瑞衣箱西装租赁邀您探店,30,金中环商务大厦B座909室,8.8km,8773,0,瑞衣箱·西装租赁全国连锁,0,,0
129487643,COMEBUY甘杯双人饮品免费抽,31,坂田街道雅宝路1号星河WORLDCOCOPark四楼,8.3km,8317,45,COMEBUY甘杯,0,,0
1510476096,赵记传承牛奶甜品40元代金券免费抽,40,民塘路玖龙荟商场L1层,9.8km,9841,40,赵记传承牛奶甜品,0,,0
592070655,【体验券】我是酸奶君招牌双人饮品免费抽,41,布吉街道翔鸽路2号布吉万象汇L1层Y120号,2.0km,1973,40,我是酸奶君,0,,0
1357674912,COLMAR科尔马双人套餐免费抽,46,创业路南油路2001号,22km,22494,35,COLMAR科尔马,0,,0
840496370,夏·里木(海岸城店)双人果汁饮品免费抽,47,文心四路海岸城购物中心负一楼033号商铺,21km,21518,35,夏·里木,0,,0
637792080,【体验券】舞茶道(石岩店)双人饮品小吃免费抽,52,石岩街道浪心社区石岩村第一工业区第五栋109,23km,23721,35,舞茶道,0,,0
1184633722,Teart Research Lab招牌饮品6选2免费抽,52,文心五路海岸城东座202室,21km,21271,35,Teart Research Lab,0,,0
1840318477,深夜豆浆勾魂双人豆浆套餐免费抽,52,福田区中康路黄祠巷16号,7.9km,7897,35,深夜豆浆,0,,0
100913787,卤人甲(保利店)双人套餐免费抽,57,文心六路后海滨路海岸城保利文化广场A2-25,21km,21152,40,卤人甲,0,,0
731723847,亲爱的麻辣烫60元代金券免费抽,60,龙华区ICO购物广场二楼L2C-050B-1,13km,13303,40,亲爱的麻辣烫,0,,0
1909132724,糖水里双人餐免费抽,69,民治街道白石龙社区白石龙汇龙苑5栋101,9.9km,9924,45,糖水里,0,,0
515910370,茶娱实验室双人套餐2选1免费抽,72,科润路大冲新城花园2栋1C-047店铺,19km,19192,45,茶娱实验室,0,,0
772228268,诚记吊龙牛肉粿条双人餐免费抽,76,水围八街54号,9.8km,9800,45,诚记吊龙牛肉粿条,0,,0
131113539,猫员外精酿啤酒馆双人晚市精酿啤酒套餐免费抽,78,乐民路九矿大厦32号,3.3km,3288,40,猫员外精酿啤酒馆,0,,0
311016065,智茵美粮·杂粮软欧包双人套餐4选1免费抽,92,沙头街道下沙社区滨河路9289号下沙村京基滨河时代广场L148A,12km,12369,40,智茵美粮·杂粮软欧包,0,,0
375167741,【限量补贴】立邦涂料100元代金券,100,深圳市罗湖区洪湖二街文锦北路1021号,2.1km,2096,45,立邦,0,,0
864611378,芊卤侠·鹅肉汤粿条店招牌推荐双人套餐免费抽,108,文心五路海岸城西座139号,21km,21385,35,芊卤侠·鹅肉汤粿条店,0,,0
877403117,寰宇水会精品足浴免费抽,108,桂园街道老圍社區紅岭中路1002號寰宇大廈主樓301,4.7km,4721,35,寰宇水会,0,,0
1980392982,KG-COFFEE双人精品手冲咖啡套餐免费抽,124,新天世纪商务中心B座2805,10km,10423,35,KG-COFFEE,0,,0
1643195251,【体验券】张太婆老妈蹄花双人餐免费抽,124,民治街道民丰路鑫茂公寓商铺A102,10km,10251,35,张太婆老妈蹄花,0,,0
183509925,成天都想吃双人餐免费抽,126,后海滨海路海岸城潮流广场二楼12-13号,21km,21094,45,成天都想吃,0,,0
1781273175,耳匠采耳文化馆精品采耳免费抽,129,坂田五和路北信义嘉御山S111号商铺,10km,10066,0,耳匠采耳文化馆,0,,0
1834695401,红色庄园双人招牌套餐免费抽 ,137,新安街道文汇社区上川路38号,24km,24583,30,红色庄园·红色文化主题餐厅,0,,0
1265340585,富丽豪量贩式KTV欢唱3小时套餐免费抽,138,和沙路49号,36km,36734,35,富丽豪量贩式KTV,0,,0
75865796,粿匠(益田假日广场店)双人餐免费抽,141,深南大道益田假日广场,16km,16938,30,粿匠,0,,0
1056827918,泉水肉饼鸡双人套餐免费抽,142,西乡街道汇一城天虹购物中心一层L048,27km,27785,35,泉水肉饼鸡,0,,0
2101709765,【体验券】雄哥深井烧鸡双人餐免费抽,147,沙井街道蚝一社区锦程路西海岸花园B111,39km,39725,35,雄哥深井烧鸡,0,,0
378406952,五谷虫子鸡·铁锅炖鸡双人餐免费抽,154,南山区南海大道保利城花园1楼2710-15号,22km,22308,45,五谷虫子鸡·铁锅炖鸡,0,,1
38144368,浓农情怡鲜炖燕窝双人套餐免费抽,156,高新南十道深圳湾科技生态园一区,19km,19357,40,浓农情怡鲜炖燕窝,0,,0
1077347230,汕头潮丰园牛肉火锅店双人餐免费抽,161,福民路8号皇福裕苑一楼东边,9.2km,9159,45,汕头潮丰园牛肉火锅店,0,,1
1939436499,爱碗亭精致湖南菜3人套餐免费抽,167,石岩街道宝石东路星城购物中心二楼,22km,22419,40,爱碗亭精致湖南菜,0,,0
650660165,爱足轩养生堂推拿70分钟套餐免费抽,168,南山大道1072号,23km,23084,40,爱足轩养生堂,0,,0
1171443403,西域风烧烤(南山大道店)晚市双人餐免费抽,170,南头街道义学街五坊19号一楼商铺,21km,21942,35,西域风烧烤,0,,1
170659454,喵格里拉生活馆猫咪经典专业洗护套餐免费抽,173,桂庙路22号向南瑞峰B2座1410,22km,22202,45,喵格里拉生活馆,0,,0
1726667530,温野菜日本涮涮锅专门店单人自助餐免费抽,179,福华三路268号星河COCOPARK购物广场3层011号铺,9.6km,9572,40,温野菜日本涮涮锅专门店,0,,1
1015760200,孟喰粥底火锅双人晚市套餐免费抽,183,锦龙路89号万科红生活广场L1-031,2.5km,2494,50,孟喰粥底火锅,0,,1
1602637965,大有利茶餐厅双人套餐免费抽,188,泰然九路皇冠配餐中心一楼1001号,12km,12330,35,大有利茶餐厅,0,,1
1200180266,鹤祥宫养生馆单人自然养生穴位足疗套餐免费抽,189,福永街道龙翔北路21号,33km,33670,45,鹤祥宫养生馆,0,,0
1029365393,徽厨(龙岗店)精品2人套餐免费抽,190,盛平南路1号维纳斯酒店一楼,21km,21315,35,徽厨,0,,1
777396851,武林虾客小龙虾招牌双人餐免费抽,192,民丰路242号,10km,10219,40,武林虾客小龙虾,0,,1
799117934,麦田画室·专注零基础美术培训油画艺术体验免费抽,198,益田路南方国际广场A座410,9.9km,9878,50,麦田画室·专注零基础美术培训,0,,1
1241896119,BlaBlaBar奈雪酒屋双人晚市鸡尾酒套餐免费抽,198,民田路星河cocoparkL105-107,9.6km,9564,50,BlaBlaBar奈雪酒屋,0,,1
2015327205,梦圆养生spa背部精油推拿60分钟免费抽,198,大冲新城花园二栋,19km,19285,40,梦圆养生spa,0,,0
194663913,恋之歌量贩式KTV欢唱3小时套餐免费抽,198,桃园街道平山社区丽山路平山市场2楼,17km,17416,45,恋之歌量贩式KTV,0,,0
758846478,【0元试纱】免费试穿高定婚纱礼服附赠精修试纱照,199,红柳道2号289数字半岛c512号,11km,11848,40,DRESSY LADY私享婚纱馆,0,,0
390722129,【0元试纱】免费试穿高定婚纱礼服并赠精修试纱照,199,市花路花样年福年广场B5-541室,11km,11058,45,CHERI MARIE婚纱,0,,0
1763668096,价值199元国产近视眼镜架或100份100元现金抵用 二选一,199,吉华路汇洋大厦6楼602室（长龙站B出口往前50米,,,,,,,0
50444821,小树林·草原碳烤羊腿晚市200元代金券免费抽,200,后海大道1010号一诺百汇广场04铺,22km,22599,35,小树林·草原碳烤羊腿,10,V专享,1
1489443450,寞寞鲜烤·鲜烤牛肉小串·小龙虾200元代金券免费抽,200,同沙路24-2号,19km,19065,40,寞寞鲜烤·鲜烤牛肉小串·小龙虾,10,V专享,1
1245552007,潮汕大目牛肉火锅200元代金券免费抽,200,福田区梅村路5-1号上梅林综合楼一楼,8.4km,8367,45,潮汕大目牛肉火锅,10,V专享,1
1909497434,卡朋西餐双人餐免费抽,205,壹方天地B区L2层001,13km,13263,45,卡朋西餐,10,V专享,1
298176805,HTC VIVE VR【探险运动】激素飙升项目套餐免费抽,207,华富街道莲花一村社区皇岗路5001号深业上城南区CEEC6楼601号,7.1km,7122,40,HTC VIVE VR,0,,0
1941133774,閃衣clean干洗专家清洗护理套餐免费抽,220,缇香名苑12号商铺,10km,10209,20,閃衣clean干洗专家,0,,0
865269062,小耕牛渔火烧烤·小龙虾美味双人餐免费抽,224,龙华区龙华和平路清泉路21号,13km,13857,35,小耕牛渔火烧烤·小龙虾,10,V专享,1
604867780,蜀都丰·手工水煮活鱼双人餐免费抽,230,粤海街道大冲社区大冲新城花园2栋1D座1-336,19km,19117,45,蜀都丰·手工水煮活鱼,10,V专享,1
1479844314,【橙V专享】田島たじま居酒屋双人餐免费抽,234,新湖路永丰社区八区54栋,27km,27608,35,田島たじま居酒屋,10,V专享,0
1911607206,【橙V专享】美艺甜·蛋糕甜点6寸蛋糕免费抽,238,深南东路5016号,4.6km,4614,40,美艺甜·蛋糕甜品,10,V专享,1
1104404918,龙大侠小龙虾双人餐免费抽,281,民治大道民治第一工业区3栋7-8号铺,10km,10950,35,龙大侠小龙虾,10,V专享,1
1927160842,三道茶禅庐双人套餐免费抽,288,华辉路上横朗202号12、13、14楼,19km,19278,40,三道茶禅庐,0,,1
1851950441,然艺和RYHOO日式の美睫专门店日式手部美甲套餐免费抽,288,创业路宏发中心大厦1318室,25km,25420,45,然艺和RYHOO日式の美睫专门店,0,,0
511933504,深楚江湖·湖北菜·小龙虾豪华双人套餐免费抽,290,八卦一路美食街10栋首层,3.9km,3869,40,深楚江湖·湖北菜·小龙虾,10,V专享,1
655954622,青柠映像•最美证件照高端定制形象照免费抽,298,石厦北一街缔馨园一层112A商铺距地铁3,,,,,,,1
854618705,凡希音乐FANCYMusic钢琴培训课程免费抽,300,南光路鸿瑞花园（东门）二期16栋16c,22km,22236,50,凡希音乐FANCYMusic钢琴培训｜专注于钢琴教学,0,,0
351744355,汉宫养生坊足疗套餐60分钟免费抽,305,新安街道新城大道富通好旺角E栋,25km,25225,50,汉宫养生坊,0,,0
646812268,大汗碳烤羊腿(南园店)晚市双人尊享套餐免费抽,310,南园路88号西侧6号铺（老南园派出所斜对面）,6.0km,5973,45,大汗碳烤羊腿,10,V专享,1
505650984,爱粤轩(南山汉京店)豪华双人餐免费抽,312,登良路23号汉京大厦2楼,22km,22791,40,爱粤轩,10,V专享,1
379581224,花具日料双人餐免费抽,317,南湾街道龙岗大道与岭背路交汇处东部英郡假日广场二楼,5.0km,4978,45,花具日料,10,V专享,1
1613738258,七の居酒屋グルメバー双人餐免费抽,318,深南东路1096-4号,3.4km,3419,40,七の居酒屋グルメバー,10,V专享,1
1809374270,廊桥推理社周末场剧本杀免费抽（可外挂2人）,318,新湖路宏发中心大厦6楼622,25km,25405,40,廊桥推理社,0,,0
57319365,雅芳美容美睫工作室美睫项目免费抽,368,东门中路2041号人民二横街UCT美食城五层扶梯口,3.6km,3648,40,雅芳美容美睫工作室,0,,1
1344719986,La Moda·晚市红酒套餐免费抽,378,沙河西路科发路万象天地里巷,18km,18748,40,La Moda·鲜花下午茶,0,,0
1784714387,牛角·日本烧肉专门店双人套餐免费抽,384,福华三路星河·coco park 3楼,9.5km,9549,40,牛角·日本烧肉专门店,10,V专享,1
956925095,速炼健身工作室一对一私教课程免费抽,399,留仙大道鼎新大厦东座901A号,18km,18578,50,速炼健身工作室,0,,0
409371949,【免费拍】价值399明星STAR系列写真拍摄,399,泰然七路苍松大厦北座1902,12km,12071,40,西瓜先生的摄影工厂,0,,0
1260876235,富丽音乐艺术培训中心K歌、钢琴精品主题课二选一免费抽,399,彩田路彩福大厦鸿福阁14G,8.2km,8199,50,富丽音乐艺术培训中心,0,,0
1713211458,韩香亭(金域华府店)双人餐免费抽,407,民塘路民治街道新区大道东侧万科金域华府一期1-8栋226-227铺,9.7km,9737,40,韩香亭,10,V专享,1
152634201, 欧艾视眼镜价值428元镜架或者428元1.60非球面镀膜镜,428,华强北路1002号赛格广场4101B,6.2km,6209,40,OIC欧艾视眼镜全国连锁,0,,0
897614704,【限量补贴】立邦399元墙面检测+30元立邦专业滚筒,429,深圳市罗湖区洪湖二街文锦北路1021号,2.1km,2096,45,立邦,0,,0
1474109695,悦心健身·泰拳私教课程免费抽（可外挂一人）,450,宝安大道固戍地铁站A出口新中泰商务大厦10楼10A3,29km,29559,40,悦心健身·泰拳,0,,0
782833792,羽泰私房菜双人餐免费抽 ,453,深圳市南山区科技园科智西路园西工业区25栋1层金百味餐饮管理有限公司旁,19km,19818,40,羽泰私房菜,10,V专享,1
1589965716,米妍净肌美肤中心美容项目免费抽,458,深南大道9030号瑞思中心3012,17km,17185,50,米妍净肌美肤中心,0,,0
1918668908,春日町日式美甲工作室项目2选1免费抽,468,滨河大道9299花好园C栋5楼5F下沙B出口,12km,12463,40,春日町日式美甲工作室,0,,1
1586397538,韩素堂美甲美睫项目3选1免费抽,488,丁头北巷前海枫叶大厦A座1705,22km,22669,35,韩素堂·美甲美睫皮肤管理,0,,0
1707722451,微尔口腔种植矫正中心套餐3选1免费抽,498,粤海街道后海大道育德佳园2248-8号,21km,21988,40,微尔口腔种植矫正中心,0,,0
1921808762,《免费送》全棉免烫衬衫,498,大冲新城花园2栋1D344号铺,19km,19120,35,尚奢定制,0,,0
18760585,非常玩美照相馆商务形象照项目免费抽,568,华强北路3011号上步工业区102栋东座4楼A5,5.9km,5858,45,非常玩美照相馆,0,,1
911663362,【0元获百万婚纱大秀门票】ISA衣纱秋冬新品发布会,580,金田路2026号能源大厦南塔7层全层,8.9km,8921,45,ISA衣纱婚纱礼服,0,,0
1301489931,HIKO SKIN彦村敏感肌肤护理中心痘肌护理免费抽,580,金田路3037号金中环商务大厦A座19楼1901,8.8km,8756,45,HIKO SKIN彦村敏感肌肤护理中心,0,,0
538989267,嫣苒形象管理培训学院化妆造型彩妆培训免费抽,588,科兴路10号汇景豪苑海逸阁11B,20km,20147,50,嫣苒形象管理培训学院,0,,0
672126964,F&E成人钢琴俱乐部钢琴主题课程免费抽（零基础可学）,588,深南大道7002号财富广场A座25楼25YZ,11km,11930,50,F&E成人钢琴俱乐部,0,,0
1559150255,虹立美术·专注美术教育精品体验课三选一免费抢,598,龙华人民路物业大厦1单元202,14km,14731,45,虹立美术·专注美术教育,0,,0
570974027,博爱曙光眼科中药SPA/检测套餐2选1免费抽,600,桂园街道红宝路38号,4.3km,4298,0,博爱曙光眼科,0,,0
920443564,酒Ai Bar酒爱吧双人特色晚市套餐免费抽,622,民塘路和平里一期68号商铺,14km,14390,50,酒Ai Bar酒爱吧,0,,1
1494983652,深圳慕诗客茶文化工作室茶艺入门体验课免费抽,680,彩田南路2010号中深花园大厦B座2210室,8.4km,8419,50,深圳慕诗客茶文化工作室,0,,1
390057542,考拉音乐·唱歌乐器培训（福田校区）精品课四选一免费抽,690,彩田路3002号彩虹新都小元里4楼4106号,8.2km,8183,45,考拉音乐·唱歌乐器培训,0,,0
1928708587,观璟日本料理双人套餐免费抽,824,国际西岸商务大厦22楼08号,25km,25519,45,观璟日本料理,10,V专享,1
566275267,FOCUS健身工作室一对一私教体验课程免费抽,1000,九方购物中心中航天逸花园A2栋B单元503,12km,12734,50,FOCUS健身工作室,0,,0
360573836,繁城·轻奢男子SPA(福田店)全身推油SPA免费抽,1050,福华路深圳中心·天元北门5栋A2座,8.2km,8248,35,繁城·轻奢男子SPA,0,,0
1642010914,希丝佩汀(龙华星河ico店)美发套餐2选1免费抽 ,1080,东环二路东8号iCO时尚购物领地L2c-023号,13km,13292,35,希丝佩汀,0,,1
1122733372,拜博口腔医院矫正检查方案设计套餐免费抽,1110,园岭街道红岭中路2061号南国大厦1-2楼,3.9km,3904,50,拜博口腔医院,0,,0
1211027163,【6/23 同城领队聚会】植藤·匠日本料理免费试吃,1168,海德一道88号中洲控股中心A座44F,21km,21698,50,植藤·匠日本料理,1,V聚会,1
1803644450,多美力健身工作室私教课程免费抽,1200,太白路4011号太阳新城1栋2楼,1.0km,1007,40,多美力健身工作室,0,,0
2116045334,【体验券】博沃思注意力价值1280元注意力训练体验课免费抽,1280,深南东路书城金山大厦,4.7km,4743,45,博沃思注意力,0,,0
1828643100,希尔顿南海酒店-随轩中餐厅主厨推荐品鉴双人套餐免费抽,1308,望海路1177号希尔顿南海酒店一楼,24km,24900,40,希尔顿南海酒店-随轩中餐厅,10,V专享,1
1443876824,佑诺隐适美牙齿矫正中心项目3选1免费抽,1800,海德二道288号茂业时代广场20层E单位,21km,21908,50,佑诺隐适美牙齿矫正中心,0,,0
1308459876,雅致齿科项目3选1免费抽,1800,大冲一路华润置地大厦E座23A,18km,18990,50,雅致齿科,0,,0
1233734991,6月30日小龙坎老火锅免费试吃,2002,蛇口工业三路1号汇港购物中心305-306,24km,24679,45,小龙坎老火锅,1,V聚会,0
717068067,品秀口腔项目3选1免费抽,2100,吉华路金利路65号,3.7km,3697,40,品秀齿科医疗美学·港医驻点机构,0,,0
804814126,6月30日B.PARK 绽放花园免费试吃,6000,香山东街华侨城文化创意园北区B1栋101,15km,15052,45,B.PARK 绽放花园,1,V聚会,1
384181695,6月22日君悦酒店·乐厨免费试吃,6870,宝安南路1881号君悦酒店32楼,5.0km,5011,45,君悦酒店·乐厨,1,V聚会,0
1753855422,6月22日1949全鸭季免费试吃,7902,南山区白石路东8号欢乐海岸购物中心三楼蓝楹坊3号,15km,15945,50,1949全鸭季,1,V聚会,1
568358511,6月29日五谷芳乳鸽王豪华游轮出海免费试吃,8431,宋彩道大梅沙村95号,17km,17744,35,五谷芳乳鸽王（大梅沙总店A区）,1,V聚会,0
450206356,【深研所&长老聚会】6月23日罗盘餐吧免费试吃,9632,金田路皇岗商务中心4002,8.8km,8828,45,THE COMPASS BAR BY CURATOR,1,V聚会,0
663245825,LoveING全球旅拍品牌馆9999元婚纱照免费拍,9999,小寨东路国际贸易中心21层2118室,>100km,1391711,40,婚纱摄影Love ING环球旅拍,0,,0
1911785217,【三亚0元旅拍】原价11999赠送豪华邮轮出海游+别墅住宿,11999,天津市和平区大沽北路2号天津环球金融中心2511号,>100km,1865514,50,伊瓦旅拍·全球GO,0,,0
286713047,6月29日樂涧 蓝鰭金枪鱼料理免费试吃,14220,沙河西路深圳湾科技生态园7栋B座01层,19km,19266,45,樂涧·蓝鰭金枪鱼料理,1,V聚会,1
473898451,价值398元的国际蒙氏日托体验课,,,,,,,,,0
1813914965,产后超值项目3项任性送,,,,,,,,,0
899860954,走进八大风格体验馆,,,,,,,,,0
843328880,资深设计大咖深度剖析户型,,,,,,,,,0